,제목,제공기관,설명,파일형태,수정일,제공형태
1343,한국보건의료인국가시험원 응시자 및 취득자 현황 방사선사,공공기관,"- 보건의료인 국가시험 응시자의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 성별, 연령대, 응시지역, 졸업여부, 합격여부)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 면허 취득자의 면허취득시기, 지역 등의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 면허승인일, 면허수령지역)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 응시자의 졸업학교에 대한 정보(직종, 학교명, 주소지역)를 제공",CSV,2020-06-05,파일
1344,한국보건의료인국가시험원 응시자 및 취득자 현황 응급구조사 2급,공공기관,"- 보건의료인 국가시험 응시자의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 성별, 연령대, 응시지역, 졸업여부, 합격여부)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 면허 취득자의 면허취득시기, 지역 등의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 면허승인일, 면허수령지역)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 응시자의 졸업학교에 대한 정보(직종, 학교명, 주소지역)를 제공",CSV,2020-06-05,파일
1345,한국보건의료인국가시험원 응시자 및 취득자 현황 응급구조사 1급,공공기관,"- 보건의료인 국가시험 응시자의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 성별, 연령대, 응시지역, 졸업여부, 합격여부)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 면허 취득자의 면허취득시기, 지역 등의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 면허승인일, 면허수령지역)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 응시자의 졸업학교에 대한 정보(직종, 학교명, 주소지역)를 제공",CSV,2020-06-05,파일
1346,한국보건의료인국가시험원 응시자 및 취득자 현황 물리치료사,공공기관,"- 보건의료인 국가시험 응시자의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 성별, 연령대, 응시지역, 졸업여부, 합격여부)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 면허 취득자의 면허취득시기, 지역 등의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 면허승인일, 면허수령지역)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 응시자의 졸업학교에 대한 정보(직종, 학교명, 주소지역)를 제공",CSV,2020-06-05,파일
1347,한국보건의료인국가시험원 응시자 및 취득자 현황 영양사,공공기관,"- 보건의료인 국가시험 응시자의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 성별, 연령대, 응시지역, 졸업여부, 합격여부)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 면허 취득자의 면허취득시기, 지역 등의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 면허승인일, 면허수령지역)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 응시자의 졸업학교에 대한 정보(직종, 학교명, 주소지역)를 제공",CSV,2020-06-05,파일
1348,한국보건의료인국가시험원 응시자 및 취득자 현황 약사,공공기관,"- 보건의료인 국가시험 응시자의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 성별, 연령대, 응시지역, 졸업여부, 합격여부)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 면허 취득자의 면허취득시기, 지역 등의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 면허승인일, 면허수령지역)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 응시자의 졸업학교에 대한 정보(직종, 학교명, 주소지역)를 제공",CSV,2020-06-05,파일
1349,한국보건의료인국가시험원 응시자 및 취득자 현황 간호사,공공기관,"- 보건의료인 국가시험 응시자의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 성별, 연령대, 응시지역, 졸업여부, 합격여부)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 면허 취득자의 면허취득시기, 지역 등의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 면허승인일, 면허수령지역)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 응시자의 졸업학교에 대한 정보(직종, 학교명, 주소지역)를 제공",CSV,2020-06-05,파일
1350,한국보건의료인국가시험원 응시자 및 취득자 현황 조산사,공공기관,"- 보건의료인 국가시험 응시자의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 성별, 연령대, 응시지역, 졸업여부, 합격여부)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 면허 취득자의 면허취득시기, 지역 등의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 면허승인일, 면허수령지역)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 응시자의 졸업학교에 대한 정보(직종, 학교명, 주소지역)를 제공",CSV,2020-06-05,파일
1351,한국보건의료인국가시험원 응시자 및 취득자 현황 한의사,공공기관,"- 보건의료인 국가시험 응시자의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 성별, 연령대, 응시지역, 졸업여부, 합격여부)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 면허 취득자의 면허취득시기, 지역 등의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 면허승인일, 면허수령지역)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 응시자의 졸업학교에 대한 정보(직종, 학교명, 주소지역)를 제공",CSV,2020-06-05,파일
1352,한국보건의료인국가시험원 응시자 및 취득자 현황 의사,공공기관,"- 보건의료인 국가시험 응시자의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 성별, 연령대, 응시지역, 졸업여부, 합격여부)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 면허 취득자의 면허취득시기, 지역 등의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 면허승인일, 면허수령지역)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 응시자의 졸업학교에 대한 정보(직종, 학교명, 주소지역)를 제공",CSV,2020-06-05,파일
1353,한국보건의료인국가시험원 응시자 및 취득자 현황 치과의사,공공기관,"- 보건의료인 국가시험 응시자의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 성별, 연령대, 응시지역, 졸업여부, 합격여부)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 면허 취득자의 면허취득시기, 지역 등의 현황을 분석할 수 있는 정보(연도, 직종, 회차, 면허승인일, 면허수령지역)를 개인을 식별할 수 없는 형태로 제공
- 보건의료인 국가시험 응시자의 졸업학교에 대한 정보(직종, 학교명, 주소지역)를 제공",CSV,2020-06-05,파일
1354,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 응급구조사 2급,공공기관,"보건의료인 국가시험 응시자의 성적 현황을 분석할 수 있는 정보(연도, 직종, 회차, 과목명, 과목별 점수, 총점, 합격여부)를 개인을 식별할 수 없는 형태로 제공",CSV,2020-06-05,파일
1355,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 간호사(58회~60회),공공기관,"보건의료인 국가시험 응시자의 성적 현황을 분석할 수 있는 정보(연도, 직종, 회차, 과목명, 과목별 점수, 총점, 합격여부)를 개인을 식별할 수 없는 형태로 제공",CSV,2020-06-05,파일
1356,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 간호사(50회~57회),공공기관,"보건의료인 국가시험 응시자의 성적 현황을 분석할 수 있는 정보(연도, 직종, 회차, 과목명, 과목별 점수, 총점, 합격여부)를 개인을 식별할 수 없는 형태로 제공",CSV,2020-06-05,파일
1357,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 간호사(40회~49회),공공기관,"보건의료인 국가시험 응시자의 성적 현황을 분석할 수 있는 정보(연도, 직종, 회차, 과목명, 과목별 점수, 총점, 합격여부)를 개인을 식별할 수 없는 형태로 제공",CSV,2020-06-05,파일
1358,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 조산사,공공기관,"보건의료인 국가시험 응시자의 성적 현황을 분석할 수 있는 정보(연도, 직종, 회차, 과목명, 과목별 점수, 총점, 합격여부)를 개인을 식별할 수 없는 형태로 제공",CSV,2020-06-05,파일
1359,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 한의사,공공기관,"보건의료인 국가시험 응시자의 성적 현황을 분석할 수 있는 정보(연도, 직종, 회차, 과목명, 과목별 점수, 총점, 합격여부)를 개인을 식별할 수 없는 형태로 제공",CSV,2020-06-05,파일
1360,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 치과의사,공공기관,"보건의료인 국가시험 응시자의 성적 현황을 분석할 수 있는 정보(연도, 직종, 회차, 과목명, 과목별 점수, 총점, 합격여부)를 개인을 식별할 수 없는 형태로 제공",CSV,2020-06-05,파일
1361,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 의사,공공기관,"보건의료인 국가시험 응시자의 성적 현황을 분석할 수 있는 정보(연도, 직종, 회차, 과목명, 과목별 점수, 총점, 합격여부)를 개인을 식별할 수 없는 형태로 제공",CSV,2020-06-05,파일
1362,대전광역시 대덕구 약국정보,자치행정기관,"대전광역시 대덕구 약국정보(명칭, 소재지주소, 전화번호)",CSV,2020-06-03,파일
1363,대전광역시 대덕구 특수의료장비현황,자치행정기관,"대전광역시 대덕구 특수의료장비 현황(의료기관명, 주소, 전화번호, 장비명 등)정보입니다.",CSV,2020-06-03,파일
1364,경상남도 남해군 모범음식점,자치행정기관,"경상남도 남해군 모범음식점 정보(분류, 업소명, 주소 등)",CSV,2020-06-03,파일
1365,김해시 응급의료기관 현황,자치행정기관,"김해시 응급의료기관 현황(종별,의료기관명,위치 등)",CSV,2020-06-02,파일
1366,김해시 의약품도매상 현황,자치행정기관,"김해시 의약품도매상 현황(허가일,업소명, 주소, 연락처 등)",CSV,2020-06-02,파일
1367,서울특별시 동대문구 흡연정보,자치행정기관,동대문구 연도별 흡연민원 및 단속 건수,CSV,2020-06-01,파일
1368,충청남도 보령시 진단용방사선발생장치및특수의료장비현황,자치행정기관,"보령시 진단용방사선발생장치및특수의료장비현황(의료기관명, 주소, 연락처, 의료장비명, 데이터기준일자)",CSV,2020-06-01,파일
1369,부산광역시 남구 산후조리원현황,자치행정기관,"부산광역시 남구_산후조리원현황(업소명, 주소, 전화번호 등) 자료 제공",CSV,2020-06-01,파일
1370,한국보건의료인국가시험원 문항분석,공공기관,"보건의료인 국가시험의 문항 분석자료(연도, 직종, 회차, 과목명, 평균점수(표준편차), 평균난이도(표준편차), 평균분별도(표준편차))를 제공",CSV,2020-05-29,파일
1371,한국보건의료인국가시험원 간호조무사학원 현황,공공기관,"간호조무사 학원에 대한 정보(학원명, 주소지역)를 제공",CSV,2020-05-29,파일
1372,한국보건의료인국가시험원 요양보호사교육원 현황,공공기관,"요양보호사교육원에 대한 정보(교육원명, 주소지역)를 제공",CSV,2020-05-29,파일
1373,한국보건의료인국가시험원 응시수수료 환불요율 정보,공공기관,한국보건의료인국가시험원 직종별 응시수수료 환불 시 환불요율 정보,CSV,2020-05-29,파일
1374,부산광역시 남구 정기예방접종,자치행정기관,부산광역시 남구 정기예방접종 내역,CSV,2020-05-29,파일
