fname,department,tag,info
한국보건의료인국가시험원 문항분석,한국보건의료인국가시험원,문항분석,한국보건의료인국가시험원 문항분석
한국보건의료인국가시험원 간호조무사학원 현황,한국보건의료인국가시험원,간호조무사학원,간호조무사학원 현황
한국보건의료인국가시험원 요양보호사교육원 현황,한국보건의료인국가시험원,요양보호사교육원,요양보호사교육원 현황
한국보건의료인국가시험원 응시수수료 환불요율 정보,한국보건의료인국가시험원,환불요율,응시수수료 환불요율 정보
부산광역시 남구 정기예방접종,,정기예방접종,남구 정기예방접종
보건복지부 국립정신건강센터 2018년 일별 입원환자 수,보건복지부,일별입원환자,국립정신건강센터 2018년 일별 입원환자 수
보건복지부 국립정신건강센터 2019년 일별 입원환자 수,보건복지부,일별입원환자,국립정신건강센터 2019년 일별 입원환자 수
강원도 속초시 약국현황,,약국현황,속초시 약국현황
강원도 속초시 치과의원현황,,치과의원현황,속초시 치과의원현황
강원도 속초시한의원 현황,,속초시한의원,속초시한의원 현황
강원도 속초시 병의원현황,,병의원현황,속초시 병의원현황
김해시 병의원 현황,,병의원현황,병의원 현황
부산광역시 남구 진단용방사선발생장치현황(2020년),,진단용방사선발생장치현황(2020년),남구 진단용방사선발생장치현황(2020년)
부산광역시 사하구 특수의료장비현황,,특수의료장비현황,사하구 특수의료장비현황
대구광역시 동구 신생아BCG무료접종의료기관,,신생아BCG무료접종의료기관,동구 신생아BCG무료접종의료기관
경기도 고양시 응급의료센터정보,,응급의료센터정보,고양시 응급의료센터정보
부산광역시 동래구 예방접종 현황,,예방접종,동래구 예방접종 현황
대전광역시 서구 특수의료장비 설치 현황,,특수의료장비,서구 특수의료장비 설치 현황
대한적십자사 기부관리정보,대한적십자사,기부관리정보,대한적십자사 기부관리정보
대한적십자사 혈액통계정보,대한적십자사,혈액통계정보,대한적십자사 혈액통계정보
보건복지부 국립정신건강센터 외래환자기초정보,보건복지부,외래환자기초정보,국립정신건강센터 외래환자기초정보
보건복지부 국립정신건강센터 입원환자기초정보,보건복지부,입원환자기초정보,국립정신건강센터 입원환자기초정보
전라남도 여수시 의료기관 현황,,의료기관,여수시 의료기관 현황
경상남도 산청군 예방접종정보,,예방접종정보,산청군 예방접종정보
의료기관안내 정보,,의료기관안내정보,의료기관안내 정보
서울특별시 송파구 동물용 의약품 도매업체 현황,,동물용,송파구 동물용 의약품 도매업체 현황
서울특별시 마포구 약국현황,,약국현황,마포구 약국현황
서울특별시 마포구 의료기기판매업소,,의료기기판매업소,마포구 의료기기판매업소
서울특별시 마포구 치과기공소현황,,치과기공소현황,마포구 치과기공소현황
서울특별시 마포구 안경업소현황,,안경업소현황,마포구 안경업소현황
전라북도 군산시 의원현황,,의원현황,군산시 의원현황
전라북도 군산시 치과의원현황,,치과의원현황,군산시 치과의원현황
전라북도 군산시 한의원현황,,한의원현황,군산시 한의원현황
경상남도 창녕군 의료기관정보 약국약방,,의료기관정보,창녕군 의료기관정보 약국약방
경상남도 창녕군 의료기관정보 치과의원,,의료기관정보,창녕군 의료기관정보 치과의원
경상남도 창녕군 의료기관정보 한의원,,의료기관정보,창녕군 의료기관정보 한의원
경상남도 창녕군 의료기관정보 보건소및보건지소및보건진료소현황,,의료기관정보,창녕군 의료기관정보 보건소및보건지소및보건진료소현황
경상남도 창녕군 의료기관정보 병원,,의료기관정보,창녕군 의료기관정보 병원
충청남도 보건기관 현황,,보건기관,보건기관 현황
의약업소 DB,,의약업소DB,의약업소 DB
부산광역시 동래구 필수예방접종 위탁의료기관 현황,,필수예방접종,동래구 필수예방접종 위탁의료기관 현황
부산광역시 동래구 안마업소 현황,,안마업소,동래구 안마업소 현황
보건복지부 국립정신건강센터 비급여 수가 및 의약품 목록,보건복지부,비급여,국립정신건강센터 비급여 수가 및 의약품 목록
보건복지부 국립정신건강센터 서지정보,보건복지부,서지정보,국립정신건강센터 서지정보
경기도 시흥시 안경업소현황,,안경업소현황,시흥시 안경업소현황
오염지역정보,,오염지역정보,오염지역정보
황열및콜레라예방접종현황,,황열및콜레라예방접종현황,황열및콜레라예방접종현황
의심환자검역정보,,의심환자검역정보,의심환자검역정보
수출화물소독증명서발급정보,,수출화물소독증명서발급정보,수출화물소독증명서발급정보
선박조치명령정보,,선박조치명령정보,선박조치명령정보
선박입항화물정보,,선박입항화물정보,선박입항화물정보
선박수입고철소독정보,,선박수입고철소독정보,선박수입고철소독정보
선박소독증명서발급정보,,선박소독증명서발급정보,선박소독증명서발급정보
탑승자검사정보,,탑승자검사정보,탑승자검사정보
운송수단검사정보,,운송수단검사정보,운송수단검사정보
검역구역내검사정보,,검역구역내검사정보,검역구역내검사정보
검역소별검사정보,,검역소별검사정보,검역소별검사정보
검역정보,,검역정보,검역정보
충청북도 단양군 진단용방사선발생장치 및 특수장비 현황,,진단용방사선발생장치,단양군 진단용방사선발생장치 및 특수장비 현황
부산광역시 서구 흡연구역 정보,,흡연구역,서구 흡연구역 정보
전라남도 광양시 보건진료소 현황,,보건진료소,광양시 보건진료소 현황
전라남도 광양시 보건지소 현황,,보건지소,광양시 보건지소 현황
전라남도 강진군 담배소매인,,담배소매인,강진군 담배소매인
전라북도 남원시 집단급식소설치병원,,집단급식소설치병원,남원시 집단급식소설치병원
전라남도 목포시 집단급식소 설치병원 현황,,집단급식소,목포시 집단급식소 설치병원 현황
부산광역시 부산진구 동물병원현황,,동물병원현황,부산진구 동물병원현황
전라남도 보성군 집단급식소설치병원현황,,집단급식소설치병원현황,보성군 집단급식소설치병원현황
전라남도 장흥군 집단급식소가설치된병원현황,,집단급식소가설치된병원현황,장흥군 집단급식소가설치된병원현황
전라남도 진도군 병원현황,,병원현황,진도군 병원현황
병의원 및 요양병원 현황자료,병의원,요양병원,및 요양병원 현황자료
부산광역시 동구  안마업소 현황,,안마업소,동구  안마업소 현황
대전광역시 중구 동물병원 현황,,동물병원,중구 동물병원 현황
대전광역시 중구 안경업소 현황,,안경업소,중구 안경업소 현황
전라북도 김제시 집단급식소가 설치된 병원명,,집단급식소가,김제시 집단급식소가 설치된 병원명
전라남도 영암군 집단급식소설치병원,,집단급식소설치병원,영암군 집단급식소설치병원
부산광역시 수영구 의료기기판매업소 현황,,의료기기판매업소,수영구 의료기기판매업소 현황
광주보건환경연구원 참진드기 서식분포 표본조사자료,광주보건환경연구원,서식분포,참진드기 서식분포 표본조사자료
강원도 동해시 동물병원,,동물병원,동해시 동물병원
전라북도 군산시 집단급식소설치 병원현황,,집단급식소설치,군산시 집단급식소설치 병원현황
전라남도 함평군 집단급식소 설치 병원현황,,집단급식소,함평군 집단급식소 설치 병원현황
충청남도 논산시 진단용방사선발생장치 및 특수장비현황,,진단용방사선발생장치,논산시 진단용방사선발생장치 및 특수장비현황
광주광역시 응급의료기관 현황,,응급의료기관,응급의료기관 현황
소독의무시설현황,,소독의무시설현황,소 독 의 무 시 설 현 황
경기도 고양시 장례식장현황,,장례식장현황,고양시 장례식장현황
