,fname,provide,title,local,sub_loc,department,sub_dept,info
1400,전라북도 남원시 집단급식소설치병원,자치행정기관,전라북도,전라북도,남원시,,,
1401,전라남도 목포시 집단급식소 설치병원 현황,자치행정기관,전라남도,전라남도,목포시,,,집단급식소 설치병원 현황
1402,부산광역시 부산진구 동물병원현황,자치행정기관,부산광역시,부산광역시,부산진구,,,
1403,전라남도 보성군 집단급식소설치병원현황,자치행정기관,전라남도,전라남도,보성군,,,
1404,전라남도 장흥군 집단급식소가설치된병원현황,자치행정기관,전라남도,전라남도,장흥군,,,
1405,전라남도 진도군 병원현황,자치행정기관,전라남도,전라남도,진도군,,,
1406,병의원 및 요양병원 현황자료,자치행정기관,병의원,,,,,
1407,부산광역시 동구  안마업소 현황,자치행정기관,부산광역시,부산광역시,동구,,, 안마업소 현황
1408,대전광역시 중구 동물병원 현황,자치행정기관,대전광역시,대전광역시,중구,,,
1409,대전광역시 중구 안경업소 현황,자치행정기관,대전광역시,대전광역시,중구,,,
1410,전라북도 김제시 집단급식소가 설치된 병원명,자치행정기관,전라북도,전라북도,김제시,,,집단급식소가 설치된 병원명
1411,전라남도 영암군 집단급식소설치병원,자치행정기관,전라남도,전라남도,영암군,,,
1412,부산광역시 수영구 의료기기판매업소 현황,자치행정기관,부산광역시,부산광역시,수영구,,,
1413,광주보건환경연구원 참진드기 서식분포 표본조사자료,자치행정기관,광주보건환경연구원,,,광주보건환경연구원,,
1414,강원도 동해시 동물병원,자치행정기관,강원도,강원도,동해시,,,
1415,전라북도 군산시 집단급식소설치 병원현황,자치행정기관,전라북도,전라북도,군산시,,,
1416,전라남도 함평군 집단급식소 설치 병원현황,자치행정기관,전라남도,전라남도,함평군,,,집단급식소 설치 병원현황
1417,충청남도 논산시 진단용방사선발생장치 및 특수장비현황,자치행정기관,충청남도,충청남도,논산시,,,진단용방사선발생장치 및 특수장비현황
1418,광주광역시 응급의료기관 현황,자치행정기관,광주광역시,광주광역시,,,,
1419,소독의무시설현황,자치행정기관,소독의무시설현황,,,,,
1420,경기도 고양시 장례식장현황,자치행정기관,경기도,경기도,고양시,,,
1421,의료기관 현황,자치행정기관,의료기관,,,,,
1422,보건복지부 국민안심병원 현황,국가행정기관,보건복지부,,,보건복지부,국민안심병원,
1423,보건복지부 승차검진선별진료소 현황,국가행정기관,보건복지부,,,보건복지부,,
1424,보건복지부 선별진료소 현황,국가행정기관,보건복지부,,,보건복지부,,
1425,국립정신건강센터 정신보건시설 정보,국가행정기관,국립정신건강센터,,,국립정신건강센터,정신보건시설,
1426,예방접종정보,자치행정기관,예방접종정보,,,,,
1427,한국국제보건의료재단 이종욱 펠로우십 국별연수전략,공공기관,한국국제보건의료재단,,,한국국제보건의료재단,,
1428,부산광역시 연제구 필수예방접종 위탁의료기관 현황,자치행정기관,부산광역시,부산광역시,연제구,,,필수예방접종 위탁의료기관 현황
1429,경상북도 구미시 흡연구역현황,자치행정기관,경상북도,경상북도,구미시,,,
1430,대구광역시 동구 동물약국현황,자치행정기관,대구광역시,대구광역시,동구,,,
1431,전라남도 광양시 암발생률및사망률현황,자치행정기관,전라남도,전라남도,광양시,,,
1432,충청남도 논산시 의료기관,자치행정기관,충청남도,충청남도,논산시,,,
1433,부산광역시 사상구 동물병원 현황,자치행정기관,부산광역시,부산광역시,사상구,,,
1434,충청남도 논산시 재가장기요양기관,자치행정기관,충청남도,충청남도,논산시,,,
1435,전라남도 광양시 소독업소 현황,자치행정기관,전라남도,전라남도,광양시,,,
1436,부산광역시 수영구 의료기관 현황,자치행정기관,부산광역시,부산광역시,수영구,,,
1437,서울특별시 송파구 야간및공휴일진료의료기관,자치행정기관,서울특별시,서울특별시,송파구,,,
1438,서울특별시 송파구 의료기관,자치행정기관,서울특별시,서울특별시,송파구,,,
1439,휴일당번약국현황,자치행정기관,휴일당번약국현황,,,,,
1440,전라남도 광양시 치과 현황,자치행정기관,전라남도,전라남도,광양시,,,
1441,전라남도 광양시 병·의원 현황,자치행정기관,전라남도,전라남도,광양시,,,
1442,전라남도 광양시 의료기관 특수의료장비 현황,자치행정기관,전라남도,전라남도,광양시,,,의료기관 특수의료장비 현황
1443,사회복지시설,자치행정기관,사회복지시설,,,,,
1444,전라남도 광양시 한의원 현황,자치행정기관,전라남도,전라남도,광양시,,,
1445,대구광역시 달성군 약국현황,자치행정기관,대구광역시,대구광역시,달성군,,,
1446,부산광역시 동구 특수의료장비 현황,자치행정기관,부산광역시,부산광역시,동구,,,
1447,부산광역시 북구 약국현황,자치행정기관,부산광역시,부산광역시,북구,,,
1448,부산광역시 북구 병원급 의료기관 현황,자치행정기관,부산광역시,부산광역시,북구,,,병원급 의료기관 현황
1449,보건복지부 질병관리본부 방사선관계종사자 피폭선량 통계,국가행정기관,보건복지부,,,보건복지부,,방사선관계종사자 피폭선량 통계
1450,건강검진정보,공공기관,건강검진정보,,,,,
1451,경기도 김포시 동물병원,자치행정기관,경기도,경기도,김포시,,,
1452,부산광역시 남구 세탁업현황(2020년),자치행정기관,부산광역시,부산광역시,남구,,,
1453,부산광역시 남구 이미용업현황(2020년),자치행정기관,부산광역시,부산광역시,남구,,,
1454,경기도 김포시 산후조리원,자치행정기관,경기도,경기도,김포시,,,
1455,경기도 김포시 보건지소및진료소,자치행정기관,경기도,경기도,김포시,,,
1456,비급여 수가 및 의약품 목록,국가행정기관,비급여,,,,,및 의약품 목록
1457,부산광역시 중구 의료기기판매업소 현황,자치행정기관,부산광역시,부산광역시,중구,,,
1458,국립정신건강센터 퇴원환자기초정보 2019,국가행정기관,국립정신건강센터,,,국립정신건강센터,,
1459,광주광역시 서구 의료기기판매업소,자치행정기관,광주광역시,광주광역시,서구,,,
1460,전라북도 정읍시 의료기기 판매업소 현황,자치행정기관,전라북도,전라북도,정읍시,,,의료기기 판매업소 현황
1461,국립정신건강센터 외래환자기초정보 2019,국가행정기관,국립정신건강센터,,,국립정신건강센터,,
1462,보건복지부 질병관리본부 유전자치료기관현황,국가행정기관,보건복지부,,,보건복지부,,
1463,보건복지부 질병관리본부 체세포복제배아연구기관현황,국가행정기관,보건복지부,,,보건복지부,,
1464,보건복지부 질병관리본부 인체유래물은행현황,국가행정기관,보건복지부,,,보건복지부,,
1465,보건복지부 질병관리본부 유전자검사기관현황,국가행정기관,보건복지부,,,보건복지부,,
1466,보건복지부 질병관리본부 배아연구기관 현황,국가행정기관,보건복지부,,,보건복지부,,
1467,보건복지부 질병관리본부 기관생명윤리위원회등록현황,국가행정기관,보건복지부,,,보건복지부,,
1468,보건복지부 질병관리본부 배아생성의료기관현황,국가행정기관,보건복지부,,,보건복지부,,
1469,전라북도 정읍시 소독업체 현황,자치행정기관,전라북도,전라북도,정읍시,,,
1470,부산광역시 동래구 안경업소현황,자치행정기관,부산광역시,부산광역시,동래구,,,
1471,광주광역시 서구 의료기관,자치행정기관,광주광역시,광주광역시,서구,,,
1472,부산광역시 연제구 의료유사업 현황,자치행정기관,부산광역시,부산광역시,연제구,,,
1473,국립암센터 폐암병기조사정보 2014,공공기관,국립암센터,,,국립암센터,,
1474,부산광역시 남구 안경업소 현황,자치행정기관,부산광역시,부산광역시,남구,,,
1475,부산광역시 기장군 예방접종 관련 정보,자치행정기관,부산광역시,부산광역시,기장군,,,예방접종 관련 정보
1476,부산광역시 기장군 동물병원 현황,자치행정기관,부산광역시,부산광역시,기장군,,,
1477,부산광역시 기장군 동물판매업소 현황,자치행정기관,부산광역시,부산광역시,기장군,,,
1478,부산광역시 기장군 광견병 예방접종 20200211 cng,자치행정기관,부산광역시,부산광역시,기장군,,,광견병 예방접종 20200211 cng
1479,부산광역시 북구 동물병원 현황,자치행정기관,부산광역시,부산광역시,북구,,,
1480,울산광역시 남구 흡연구역 정보,자치행정기관,울산광역시,울산광역시,남구,,,
1481,서지정보,국가행정기관,서지정보,,,,,
1482,경기도 성남시 명절 연휴기간 중 약국등 현황,자치행정기관,경기도,경기도,성남시,,,명절 연휴기간 중 약국등 현황
1483,국립암센터 호스피스완화의료 전문인력 표준교육,공공기관,국립암센터,,,국립암센터,,
1484,국립암센터 호스피스완화의료 전문기관 리스트,공공기관,국립암센터,,,국립암센터,,
1485,지역금연지원센터,공공기관,지역금연지원센터,,,,,
1486,과천시 일반의원 정보,자치행정기관,과천시,과천시,,,,
1487,국립암센터 진료현황,공공기관,국립암센터,,,국립암센터,,
1488,24개종 암 상대생존율,공공기관,24개종,,,,,
1489,24개종 암 유병률,공공기관,24개종,,,,,
